UTC+2,T,RH
2010-11-28 00:00:00,-10.48,66.25
2010-11-28 01:00:00,-10.83,65.66
2010-11-28 02:00:00,-11.25,64.94
2010-11-28 03:00:00,-11.48,64.81
2010-11-28 04:00:00,-11.76,64.63
2010-11-28 05:00:00,-12.02,64.77
2010-11-28 06:00:00,-12.18,65.41
2010-11-28 07:00:00,-12.31,65.84
2010-11-28 08:00:00,-12.39,66.30
2010-11-28 09:00:00,-12.32,66.81
2010-11-28 10:00:00,-12.06,67.72
2010-11-28 11:00:00,-11.66,69.03
2010-11-28 12:00:00,-11.18,69.93
2010-11-28 13:00:00,-10.88,70.00
2010-11-28 14:00:00,-10.81,69.48
2010-11-28 15:00:00,-10.91,68.88
2010-11-28 16:00:00,-11.23,67.00
2010-11-28 17:00:00,-11.80,63.95
2010-11-28 18:00:00,-12.63,61.64
2010-11-28 19:00:00,-13.37,61.24
2010-11-28 20:00:00,-13.97,60.58
2010-11-28 21:00:00,-14.21,60.34
2010-11-28 22:00:00,-14.03,62.45
2010-11-28 23:00:00,-13.89,63.43
2010-11-29 00:00:00,-13.95,62.34
2010-11-29 01:00:00,-14.16,61.79
2010-11-29 02:00:00,-14.36,62.44
2010-11-29 03:00:00,-14.16,64.69
2010-11-29 04:00:00,-13.59,67.77
2010-11-29 05:00:00,-13.21,70.04
2010-11-29 06:00:00,-13.10,70.59
2010-11-29 07:00:00,-13.18,69.87
2010-11-29 08:00:00,-13.23,69.03
2010-11-29 09:00:00,-13.26,67.69
2010-11-29 10:00:00,-13.30,67.25
2010-11-29 11:00:00,-13.18,67.92
2010-11-29 12:00:00,-12.94,68.94
2010-11-29 13:00:00,-12.71,69.94
2010-11-29 14:00:00,-12.56,70.17
2010-11-29 15:00:00,-12.63,70.08
2010-11-29 16:00:00,-12.83,69.66
2010-11-29 17:00:00,-13.21,68.93
2010-11-29 18:00:00,-13.47,67.85
2010-11-29 19:00:00,-13.63,66.25
2010-11-29 20:00:00,-13.96,64.91
2010-11-29 21:00:00,-14.21,64.75
2010-11-29 22:00:00,-14.41,65.16
2010-11-29 23:00:00,-14.55,65.70
2010-11-30 00:00:00,-14.63,66.25
2010-11-30 01:00:00,-14.70,67.20
2010-11-30 02:00:00,-14.78,68.32
2010-11-30 03:00:00,-14.80,68.38
2010-11-30 04:00:00,-14.78,68.33
2010-11-30 05:00:00,-14.80,68.44
2010-11-30 06:00:00,-14.77,68.81
2010-11-30 07:00:00,-14.72,69.33
2010-11-30 08:00:00,-14.74,69.41
2010-11-30 09:00:00,-14.66,69.08
2010-11-30 10:00:00,-14.45,69.53
2010-11-30 11:00:00,-14.13,71.10
2010-11-30 12:00:00,-13.72,72.78
2010-11-30 13:00:00,-13.27,74.00
2010-11-30 14:00:00,-12.91,74.55
2010-11-30 15:00:00,-12.77,73.65
2010-11-30 16:00:00,-12.84,72.85
2010-11-30 17:00:00,-12.73,74.23
2010-11-30 18:00:00,-12.25,76.69
2010-11-30 19:00:00,-11.64,78.21
2010-11-30 20:00:00,-11.10,78.71
2010-11-30 21:00:00,-10.82,78.72
2010-11-30 22:00:00,-10.79,78.19
2010-11-30 23:00:00,-10.83,78.09
2010-12-01 00:00:00,-10.84,76.90
2010-12-01 01:00:00,-10.99,73.84
2010-12-01 02:00:00,-11.15,71.89
2010-12-01 03:00:00,-11.00,72.52
2010-12-01 04:00:00,-10.62,74.53
2010-12-01 05:00:00,-10.37,75.73
2010-12-01 06:00:00,-10.21,75.30
2010-12-01 07:00:00,-10.00,74.84
2010-12-01 08:00:00,-9.79,75.05
2010-12-01 09:00:00,-9.59,74.66
2010-12-01 10:00:00,-9.55,73.42
2010-12-01 11:00:00,-9.47,73.56
2010-12-01 12:00:00,-8.99,76.77
2010-12-01 13:00:00,-8.32,80.20
2010-12-01 14:00:00,-7.86,81.28
2010-12-01 15:00:00,-7.61,80.88
2010-12-01 16:00:00,-7.39,80.09
2010-12-01 17:00:00,-7.21,80.73
2010-12-01 18:00:00,-7.04,82.44
