t_UTC+2,Te,RHe,Rdif,Rglob,ws,wd,precip
2011-02-02 15:00:00,1.30,95.00,33.00,33.00,3.90,288.00,0.00
2011-02-02 16:00:00,0.90,96.00,29.00,30.00,5.70,290.00,0.00
2011-02-02 17:00:00,0.70,97.00,0.00,0.00,4.80,294.00,0.00
2011-02-02 18:00:00,0.60,97.00,0.00,0.00,3.50,284.00,0.00
2011-02-02 19:00:00,0.60,98.00,0.00,0.00,4.60,282.00,0.00
2011-02-02 20:00:00,0.60,99.00,0.00,0.00,4.00,271.00,0.00
2011-02-02 21:00:00,0.80,98.00,0.00,0.00,4.70,274.00,0.00
2011-02-02 22:00:00,0.00,97.00,0.00,0.00,5.30,279.00,0.00
2011-02-02 23:00:00,0.00,97.00,0.00,0.00,2.40,268.00,0.00
2011-02-03 00:00:00,-0.30,97.00,0.00,0.00,3.60,266.00,0.00
2011-02-03 01:00:00,-0.50,97.00,0.00,0.00,3.50,255.00,0.00
2011-02-03 02:00:00,-0.90,96.00,0.00,0.00,3.70,257.00,0.00
2011-02-03 03:00:00,-1.20,95.00,0.00,0.00,2.90,255.00,0.00
2011-02-03 04:00:00,-2.10,97.00,0.00,0.00,2.00,232.00,0.00
2011-02-03 05:00:00,-2.60,98.00,0.00,0.00,1.00,211.00,0.00
2011-02-03 06:00:00,-2.90,98.00,0.00,0.00,1.90,189.00,0.00
2011-02-03 07:00:00,-4.70,98.00,0.00,0.00,2.10,194.00,0.00
2011-02-03 08:00:00,-4.60,98.00,0.00,0.00,2.70,168.00,0.00
2011-02-03 09:00:00,-4.40,98.00,7.00,8.00,3.00,190.00,0.00
2011-02-03 10:00:00,-3.70,97.00,23.00,23.00,2.50,161.00,0.00
2011-02-03 11:00:00,-3.10,98.00,44.00,44.00,2.20,135.00,0.70
2011-02-03 12:00:00,-2.20,98.00,53.00,52.00,2.50,140.00,0.60
2011-02-03 13:00:00,-1.20,98.00,46.00,46.00,3.60,155.00,0.20
2011-02-03 14:00:00,-0.30,99.00,39.00,39.00,4.40,153.00,0.10
2011-02-03 15:00:00,0.30,98.00,20.00,20.00,5.10,171.00,0.00
2011-02-03 16:00:00,0.20,99.00,7.00,7.00,5.30,175.00,0.70
2011-02-03 17:00:00,0.30,99.00,0.00,0.00,5.00,173.00,0.50
2011-02-03 18:00:00,0.60,99.00,0.00,0.00,6.10,189.00,0.10
2011-02-03 19:00:00,0.80,98.00,0.00,0.00,5.20,202.00,0.20
2011-02-03 20:00:00,0.90,98.00,0.00,0.00,6.20,209.00,0.00
2011-02-03 21:00:00,1.20,98.00,0.00,0.00,6.50,225.00,0.00
2011-02-03 22:00:00,1.10,95.00,0.00,0.00,7.30,235.00,0.00
2011-02-03 23:00:00,0.50,91.00,0.00,0.00,7.30,246.00,0.20
2011-02-04 00:00:00,0.30,88.00,0.00,0.00,6.30,255.00,0.00
2011-02-04 01:00:00,-0.20,87.00,0.00,0.00,7.40,257.00,0.00
2011-02-04 02:00:00,-0.60,86.00,0.00,0.00,5.90,255.00,0.40
2011-02-04 03:00:00,-1.00,87.00,0.00,0.00,7.50,264.00,0.10
2011-02-04 04:00:00,-1.00,91.00,0.00,0.00,7.80,256.00,0.40
2011-02-04 05:00:00,-1.00,95.00,0.00,0.00,9.20,265.00,0.20
2011-02-04 06:00:00,-0.90,91.00,0.00,0.00,7.50,274.00,0.50
2011-02-04 07:00:00,-1.00,91.00,0.00,0.00,6.50,265.00,0.10
2011-02-04 08:00:00,-0.80,91.00,0.00,0.00,3.80,268.00,0.00
2011-02-04 09:00:00,-0.90,92.00,7.00,8.00,6.10,265.00,0.00
2011-02-04 10:00:00,-0.90,95.00,34.00,36.00,5.70,259.00,0.00
2011-02-04 11:00:00,-0.20,89.00,67.00,69.00,5.30,248.00,0.00
2011-02-04 12:00:00,-0.60,89.00,95.00,98.00,5.70,248.00,0.00
2011-02-04 13:00:00,-0.90,88.00,94.00,105.00,5.90,234.00,0.00
2011-02-04 14:00:00,-1.20,89.00,64.00,65.00,5.20,225.00,0.00
2011-02-04 15:00:00,-1.30,86.00,49.00,51.00,4.20,230.00,0.00
2011-02-04 16:00:00,-1.40,87.00,18.00,20.00,2.50,189.00,0.00
2011-02-04 17:00:00,-1.70,90.00,0.00,1.00,3.00,134.00,0.00
2011-02-04 18:00:00,-1.30,91.00,0.00,0.00,2.80,132.00,0.00
2011-02-04 19:00:00,-1.60,98.00,0.00,0.00,3.30,117.00,0.00
2011-02-04 20:00:00,-1.20,98.00,0.00,0.00,3.20,127.00,0.40
2011-02-04 21:00:00,-1.10,98.00,0.00,0.00,2.70,127.00,0.30
2011-02-04 22:00:00,-1.10,98.00,0.00,0.00,2.60,117.00,0.40
2011-02-04 23:00:00,-1.20,99.00,0.00,0.00,2.00,122.00,0.10
2011-02-05 00:00:00,-1.30,99.00,0.00,0.00,1.50,86.00,0.00
2011-02-05 01:00:00,-1.20,99.00,0.00,0.00,1.20,94.00,0.00
2011-02-05 02:00:00,-1.40,99.00,0.00,0.00,0.70,45.00,0.00
2011-02-05 03:00:00,-1.40,99.00,0.00,0.00,1.30,72.00,0.00
2011-02-05 04:00:00,-1.40,99.00,0.00,0.00,1.20,347.00,0.00
2011-02-05 05:00:00,-1.60,99.00,0.00,0.00,0.00,0.00,0.00
2011-02-05 06:00:00,-1.70,99.00,0.00,0.00,0.80,16.00,0.00
2011-02-05 07:00:00,-1.80,99.00,0.00,0.00,0.90,3.00,0.00
2011-02-05 08:00:00,-2.00,98.00,0.00,0.00,0.70,25.00,0.00
2011-02-05 09:00:00,-2.00,98.00,3.00,4.00,0.70,57.00,0.00
2011-02-05 10:00:00,-1.90,97.00,17.00,18.00,1.10,16.00,0.00
2011-02-05 11:00:00,-2.00,97.00,31.00,32.00,0.90,23.00,0.00
2011-02-05 12:00:00,-1.70,96.00,43.00,44.00,1.60,17.00,0.00
2011-02-05 13:00:00,-1.50,94.00,64.00,65.00,0.90,8.00,0.00
2011-02-05 14:00:00,-1.40,94.00,44.00,45.00,0.00,0.00,0.00
2011-02-05 15:00:00,-1.90,96.00,22.00,22.00,1.30,345.00,0.00
2011-02-05 16:00:00,-2.00,96.00,12.00,13.00,2.00,15.00,0.00
2011-02-05 17:00:00,-2.30,97.00,0.00,0.00,0.80,17.00,0.00
2011-02-05 18:00:00,-2.40,96.00,0.00,0.00,1.50,2.00,0.00
2011-02-05 19:00:00,-2.50,96.00,0.00,0.00,1.90,35.00,0.00
2011-02-05 20:00:00,-2.80,97.00,0.00,0.00,2.00,333.00,0.00
2011-02-05 21:00:00,-2.90,97.00,0.00,0.00,1.90,345.00,0.00
2011-02-05 22:00:00,-3.00,97.00,0.00,0.00,1.40,17.00,0.00
2011-02-05 23:00:00,-3.10,95.00,0.00,0.00,2.40,340.00,0.00
2011-02-06 00:00:00,-3.40,94.00,0.00,0.00,1.80,335.00,0.00
2011-02-06 01:00:00,-3.60,95.00,0.00,0.00,2.70,308.00,0.00
2011-02-06 02:00:00,-3.60,94.00,0.00,0.00,2.10,303.00,0.00
2011-02-06 03:00:00,-3.60,92.00,0.00,0.00,1.90,281.00,0.00
2011-02-06 04:00:00,-3.60,94.00,0.00,0.00,1.40,285.00,0.00
2011-02-06 05:00:00,-3.80,95.00,0.00,0.00,1.50,275.00,0.00
2011-02-06 06:00:00,-3.60,96.00,0.00,0.00,1.80,272.00,0.00
2011-02-06 07:00:00,-3.40,95.00,0.00,0.00,2.00,276.00,0.00
2011-02-06 08:00:00,-3.30,97.00,0.00,0.00,2.40,237.00,0.00
2011-02-06 09:00:00,-3.00,97.00,8.00,8.00,2.30,235.00,0.00
2011-02-06 10:00:00,-2.70,96.00,36.00,37.00,1.30,242.00,0.00
2011-02-06 11:00:00,-2.20,96.00,73.00,81.00,2.80,247.00,0.00
2011-02-06 12:00:00,-1.70,93.00,129.00,132.00,3.60,243.00,0.00
2011-02-06 13:00:00,-1.40,91.00,52.00,169.00,5.00,250.00,0.00
2011-02-06 14:00:00,-1.30,89.00,73.00,215.00,4.40,241.00,0.00
2011-02-06 15:00:00,-1.40,88.00,35.00,128.00,2.60,240.00,0.00
2011-02-06 16:00:00,-1.80,92.00,19.00,51.00,2.20,257.00,0.00
2011-02-06 17:00:00,-2.40,95.00,0.00,0.00,3.30,247.00,0.00
2011-02-06 18:00:00,-3.00,95.00,0.00,0.00,2.60,272.00,0.00
2011-02-06 19:00:00,-3.40,96.00,0.00,0.00,3.00,278.00,0.00
2011-02-06 20:00:00,-4.00,97.00,0.00,0.00,5.20,259.00,0.00
2011-02-06 21:00:00,-4.30,97.00,0.00,0.00,3.40,257.00,0.00
2011-02-06 22:00:00,-4.90,97.00,0.00,0.00,2.90,292.00,0.00
2011-02-06 23:00:00,-3.60,97.00,0.00,0.00,2.80,264.00,0.00
2011-02-07 00:00:00,-3.80,97.00,0.00,0.00,2.90,273.00,0.00
2011-02-07 01:00:00,-4.10,97.00,0.00,0.00,1.90,260.00,0.00
2011-02-07 02:00:00,-4.20,97.00,0.00,0.00,1.60,245.00,0.00
2011-02-07 03:00:00,-4.20,97.00,0.00,0.00,0.00,0.00,0.00
2011-02-07 04:00:00,-4.30,97.00,0.00,0.00,1.60,227.00,0.00
2011-02-07 05:00:00,-4.30,97.00,0.00,0.00,0.70,218.00,0.00
2011-02-07 06:00:00,-4.20,97.00,0.00,0.00,1.00,271.00,0.00
2011-02-07 07:00:00,-4.40,98.00,0.00,0.00,0.00,0.00,0.00
2011-02-07 08:00:00,-4.40,98.00,0.00,0.00,0.80,293.00,0.00
2011-02-07 09:00:00,-4.40,98.00,14.00,16.00,0.00,0.00,0.00
2011-02-07 10:00:00,-4.40,98.00,70.00,103.00,0.90,230.00,0.00
2011-02-07 11:00:00,-4.50,97.00,70.00,156.00,0.00,0.00,0.00
2011-02-07 12:00:00,-4.20,97.00,99.00,254.00,0.80,176.00,0.00
2011-02-07 13:00:00,-3.80,96.00,92.00,256.00,1.60,177.00,0.00
2011-02-07 14:00:00,-3.30,95.00,90.00,97.00,1.50,168.00,0.00
2011-02-07 15:00:00,-3.60,95.00,60.00,61.00,2.00,152.00,0.00
2011-02-07 16:00:00,-4.00,96.00,22.00,23.00,2.10,165.00,0.00
2011-02-07 17:00:00,-3.90,98.00,0.00,1.00,2.60,162.00,0.00
2011-02-07 18:00:00,-4.20,97.00,0.00,0.00,2.70,163.00,0.00
2011-02-07 19:00:00,-6.00,97.00,0.00,0.00,3.60,155.00,0.00
2011-02-07 20:00:00,-5.00,98.00,0.00,0.00,2.00,154.00,0.00
2011-02-07 21:00:00,-4.00,98.00,0.00,0.00,2.90,157.00,0.00
2011-02-07 22:00:00,-2.90,98.00,0.00,0.00,3.80,177.00,0.00
2011-02-07 23:00:00,-2.20,99.00,0.00,0.00,4.70,186.00,0.00
2011-02-08 00:00:00,-1.50,99.00,0.00,0.00,4.30,188.00,0.00
2011-02-08 01:00:00,-0.90,99.00,0.00,0.00,4.80,188.00,0.00
2011-02-08 02:00:00,-0.30,98.00,0.00,0.00,4.40,177.00,0.00
2011-02-08 03:00:00,-0.40,98.00,0.00,0.00,3.80,167.00,0.00
2011-02-08 04:00:00,-0.70,99.00,0.00,0.00,3.90,148.00,0.00
2011-02-08 05:00:00,-0.90,99.00,0.00,0.00,3.30,144.00,0.30
2011-02-08 06:00:00,-0.80,99.00,0.00,0.00,3.80,128.00,0.70
2011-02-08 07:00:00,-1.00,99.00,0.00,0.00,4.50,115.00,0.70
2011-02-08 08:00:00,-1.10,99.00,0.00,0.00,3.90,101.00,0.80
2011-02-08 09:00:00,-1.20,99.00,6.00,7.00,3.70,83.00,0.50
2011-02-08 10:00:00,-1.20,99.00,33.00,34.00,3.20,79.00,0.50
2011-02-08 11:00:00,-1.00,99.00,61.00,62.00,2.90,63.00,0.20
2011-02-08 12:00:00,-1.00,98.00,91.00,90.00,2.50,36.00,0.00
2011-02-08 13:00:00,-0.90,98.00,83.00,81.00,3.30,15.00,0.00
2011-02-08 14:00:00,-0.80,97.00,88.00,87.00,4.00,357.00,0.30
2011-02-08 15:00:00,-1.00,97.00,46.00,46.00,4.20,345.00,0.20
2011-02-08 16:00:00,-1.00,98.00,23.00,23.00,3.70,330.00,0.00
2011-02-08 17:00:00,-0.90,98.00,4.00,4.00,4.30,324.00,0.00
2011-02-08 18:00:00,-0.60,98.00,0.00,0.00,5.40,321.00,0.00
2011-02-08 19:00:00,-0.90,97.00,0.00,0.00,5.80,317.00,0.00
2011-02-08 20:00:00,-1.80,94.00,0.00,0.00,6.40,314.00,0.00
2011-02-08 21:00:00,-3.10,93.00,0.00,0.00,6.20,306.00,0.00
2011-02-08 22:00:00,-4.30,94.00,0.00,0.00,5.30,305.00,0.00
2011-02-08 23:00:00,-5.30,94.00,0.00,0.00,5.90,297.00,0.00
2011-02-09 00:00:00,-5.20,95.00,0.00,0.00,4.80,293.00,0.00
2011-02-09 01:00:00,-5.50,95.00,0.00,0.00,6.80,294.00,0.00
2011-02-09 02:00:00,-5.60,97.00,0.00,0.00,5.80,297.00,0.00
2011-02-09 03:00:00,-6.30,97.00,0.00,0.00,5.30,293.00,0.00
2011-02-09 04:00:00,-5.70,97.00,0.00,0.00,4.70,303.00,0.00
2011-02-09 05:00:00,-5.10,97.00,0.00,0.00,5.00,301.00,0.00
2011-02-09 06:00:00,-5.50,96.00,0.00,0.00,5.20,299.00,0.00
2011-02-09 07:00:00,-4.90,94.00,0.00,0.00,5.40,320.00,0.00
2011-02-09 08:00:00,-7.90,88.00,0.00,0.00,7.50,335.00,0.00
2011-02-09 09:00:00,-8.90,89.00,15.00,15.00,5.90,322.00,0.00
2011-02-09 10:00:00,-11.00,83.00,53.00,117.00,7.70,316.00,0.00
2011-02-09 11:00:00,-12.20,83.00,61.00,171.00,8.40,319.00,0.00
2011-02-09 12:00:00,-11.80,82.00,131.00,133.00,8.40,321.00,0.00
2011-02-09 13:00:00,-11.10,83.00,138.00,141.00,6.20,322.00,0.00
2011-02-09 14:00:00,-10.20,83.00,109.00,110.00,6.30,324.00,0.00
2011-02-09 15:00:00,-9.70,84.00,90.00,92.00,4.80,325.00,0.00
2011-02-09 16:00:00,-9.40,82.00,24.00,65.00,6.30,332.00,0.00
2011-02-09 17:00:00,-9.40,75.00,2.00,3.00,6.30,329.00,0.00
2011-02-09 18:00:00,-9.90,74.00,0.00,0.00,6.20,328.00,0.00
2011-02-09 19:00:00,-10.10,76.00,0.00,0.00,6.60,322.00,0.00
2011-02-09 20:00:00,-10.40,77.00,0.00,0.00,7.00,322.00,0.00
2011-02-09 21:00:00,-11.00,78.00,0.00,0.00,6.90,311.00,0.00
2011-02-09 22:00:00,-12.80,84.00,0.00,0.00,6.00,314.00,0.00
2011-02-09 23:00:00,-13.40,86.00,0.00,0.00,4.40,312.00,0.00
2011-02-10 00:00:00,-14.00,89.00,0.00,0.00,3.10,307.00,0.00
2011-02-10 01:00:00,-14.10,89.00,0.00,0.00,4.70,304.00,0.00
2011-02-10 02:00:00,-14.30,90.00,0.00,0.00,2.40,305.00,0.00
2011-02-10 03:00:00,-14.00,91.00,0.00,0.00,3.90,296.00,0.00
2011-02-10 04:00:00,-14.30,91.00,0.00,0.00,2.80,286.00,0.00
2011-02-10 05:00:00,-15.20,90.00,0.00,0.00,0.00,0.00,0.00
2011-02-10 06:00:00,-16.60,88.00,0.00,0.00,1.50,290.00,0.00
2011-02-10 07:00:00,-18.20,86.00,0.00,0.00,2.10,290.00,0.00
2011-02-10 08:00:00,-19.90,86.00,0.00,0.00,0.00,0.00,0.00
2011-02-10 09:00:00,-20.40,84.00,18.00,61.00,1.70,303.00,0.00
2011-02-10 10:00:00,-18.10,76.00,32.00,154.00,0.00,0.00,0.00
2011-02-10 11:00:00,-14.90,77.00,45.00,235.00,0.00,0.00,0.00
2011-02-10 12:00:00,-11.90,78.00,76.00,184.00,0.00,0.00,0.00
2011-02-10 13:00:00,-11.30,79.00,99.00,163.00,0.00,0.00,0.00
2011-02-10 14:00:00,-12.00,84.00,113.00,140.00,0.00,0.00,0.00
2011-02-10 15:00:00,-10.30,82.00,70.00,75.00,0.00,0.00,0.00
2011-02-10 16:00:00,-11.40,84.00,28.00,30.00,0.90,117.00,0.00
2011-02-10 17:00:00,-12.90,89.00,1.00,2.00,1.10,116.00,0.00
2011-02-10 18:00:00,-12.70,92.00,0.00,0.00,1.50,97.00,0.00
2011-02-10 19:00:00,-12.10,90.00,0.00,0.00,1.10,82.00,0.00
2011-02-10 20:00:00,-11.90,90.00,0.00,0.00,1.60,119.00,0.00
2011-02-10 21:00:00,-12.10,89.00,0.00,0.00,0.00,0.00,0.00
2011-02-10 22:00:00,-12.30,89.00,0.00,0.00,1.60,121.00,0.00
2011-02-10 23:00:00,-11.90,88.00,0.00,0.00,1.50,109.00,0.00
2011-02-11 00:00:00,-11.50,86.00,0.00,0.00,2.20,88.00,0.00
2011-02-11 01:00:00,-11.30,82.00,0.00,0.00,1.50,81.00,0.00
2011-02-11 02:00:00,-11.20,82.00,0.00,0.00,2.20,82.00,0.00
2011-02-11 03:00:00,-11.10,79.00,0.00,0.00,2.30,77.00,0.00
2011-02-11 04:00:00,-11.50,81.00,0.00,0.00,2.00,69.00,0.00
2011-02-11 05:00:00,-11.90,79.00,0.00,0.00,3.30,69.00,0.00
2011-02-11 06:00:00,-12.80,80.00,0.00,0.00,2.90,69.00,0.00
2011-02-11 07:00:00,-14.00,81.00,0.00,0.00,2.40,67.00,0.00
2011-02-11 08:00:00,-16.40,84.00,0.00,0.00,2.20,54.00,0.00
2011-02-11 09:00:00,-16.40,85.00,20.00,22.00,3.10,53.00,0.00
2011-02-11 10:00:00,-16.50,83.00,69.00,79.00,3.70,55.00,0.00
2011-02-11 11:00:00,-15.40,80.00,87.00,120.00,1.80,60.00,0.00
2011-02-11 12:00:00,-13.70,76.00,90.00,253.00,1.40,8.00,0.00
2011-02-11 13:00:00,-12.40,73.00,53.00,261.00,3.20,20.00,0.00
2011-02-11 14:00:00,-11.60,76.00,46.00,231.00,3.20,20.00,0.00
2011-02-11 15:00:00,-11.80,74.00,37.00,165.00,2.40,7.00,0.00
2011-02-11 16:00:00,-12.70,80.00,23.00,76.00,2.50,353.00,0.00
2011-02-11 17:00:00,-13.90,86.00,4.00,5.00,1.70,317.00,0.00
2011-02-11 18:00:00,-16.20,88.00,0.00,0.00,2.90,327.00,0.00
2011-02-11 19:00:00,-17.00,88.00,0.00,0.00,1.60,334.00,0.00
2011-02-11 20:00:00,-16.60,90.00,0.00,0.00,1.80,301.00,0.00
2011-02-11 21:00:00,-15.00,89.00,0.00,0.00,0.90,291.00,0.00
2011-02-11 22:00:00,-15.70,88.00,0.00,0.00,2.00,270.00,0.00
2011-02-11 23:00:00,-12.70,89.00,0.00,0.00,1.50,273.00,0.30
2011-02-12 00:00:00,-11.80,90.00,0.00,0.00,2.30,289.00,0.60
2011-02-12 01:00:00,-11.50,90.00,0.00,0.00,3.50,307.00,0.20
2011-02-12 02:00:00,-11.30,88.00,0.00,0.00,4.70,343.00,0.00
2011-02-12 03:00:00,-11.80,87.00,0.00,0.00,3.80,358.00,0.00
2011-02-12 04:00:00,-12.40,88.00,0.00,0.00,4.40,344.00,0.00
2011-02-12 05:00:00,-11.90,89.00,0.00,0.00,5.20,340.00,0.00
2011-02-12 06:00:00,-12.40,88.00,0.00,0.00,5.30,345.00,0.00
2011-02-12 07:00:00,-12.10,88.00,0.00,0.00,5.90,348.00,0.00
2011-02-12 08:00:00,-13.00,90.00,0.00,1.00,2.10,326.00,0.00
2011-02-12 09:00:00,-11.60,89.00,26.00,28.00,2.80,349.00,0.00
2011-02-12 10:00:00,-11.10,83.00,59.00,61.00,2.60,355.00,0.00
2011-02-12 11:00:00,-11.50,79.00,112.00,128.00,4.50,8.00,0.00
2011-02-12 12:00:00,-11.40,77.00,139.00,143.00,4.10,12.00,0.00
2011-02-12 13:00:00,-11.70,75.00,145.00,162.00,3.30,3.00,0.00
2011-02-12 14:00:00,-11.70,74.00,57.00,246.00,3.30,337.00,0.00
2011-02-12 15:00:00,-11.60,75.00,38.00,170.00,3.60,337.00,0.00
2011-02-12 16:00:00,-11.90,77.00,25.00,80.00,2.30,343.00,0.00
2011-02-12 17:00:00,-13.20,83.00,5.00,6.00,3.40,334.00,0.00
2011-02-12 18:00:00,-14.00,86.00,0.00,0.00,2.00,307.00,0.00
2011-02-12 19:00:00,-14.80,88.00,0.00,0.00,1.30,319.00,0.00
2011-02-12 20:00:00,-15.20,88.00,0.00,0.00,3.90,321.00,0.00
2011-02-12 21:00:00,-16.50,87.00,0.00,0.00,3.60,329.00,0.00
2011-02-12 22:00:00,-16.80,87.00,0.00,0.00,4.00,351.00,0.00
2011-02-12 23:00:00,-16.30,85.00,0.00,0.00,2.90,352.00,0.00
2011-02-13 00:00:00,-16.90,85.00,0.00,0.00,2.60,337.00,0.00
2011-02-13 01:00:00,-17.70,86.00,0.00,0.00,2.30,332.00,0.00
2011-02-13 02:00:00,-18.90,85.00,0.00,0.00,3.00,326.00,0.00
2011-02-13 03:00:00,-19.60,86.00,0.00,0.00,3.20,336.00,0.00
2011-02-13 04:00:00,-20.10,86.00,0.00,0.00,1.90,346.00,0.00
2011-02-13 05:00:00,-20.20,85.00,0.00,0.00,2.10,348.00,0.00
2011-02-13 06:00:00,-21.00,84.00,0.00,0.00,3.10,338.00,0.00
2011-02-13 07:00:00,-22.00,83.00,0.00,0.00,2.70,339.00,0.00
2011-02-13 08:00:00,-22.10,83.00,0.00,0.00,2.30,352.00,0.00
2011-02-13 09:00:00,-21.70,83.00,20.00,66.00,2.20,4.00,0.00
2011-02-13 10:00:00,-20.40,81.00,38.00,166.00,1.80,356.00,0.00
2011-02-13 11:00:00,-18.40,79.00,49.00,246.00,2.60,29.00,0.00
2011-02-13 12:00:00,-17.40,76.00,54.00,292.00,3.00,12.00,0.00
2011-02-13 13:00:00,-16.80,75.00,53.00,296.00,2.40,2.00,0.00
2011-02-13 14:00:00,-16.70,75.00,50.00,260.00,2.30,357.00,0.00
2011-02-13 15:00:00,-17.00,75.00,42.00,190.00,2.60,6.00,0.00
2011-02-13 16:00:00,-17.30,76.00,27.00,96.00,2.80,357.00,0.00
2011-02-13 17:00:00,-18.40,80.00,6.00,10.00,1.90,2.00,0.00
2011-02-13 18:00:00,-19.20,83.00,2.00,2.00,2.10,2.00,0.00
2011-02-13 19:00:00,-20.00,85.00,0.00,0.00,2.70,12.00,0.00
