t_UTC+2,Te,RHe,Rdif,Rglob,ws,wd,precip
2011-07-11 06:00:00,17.00,89.00,51.00,100.00,1.40,167.00,0.00
2011-07-11 07:00:00,19.70,74.00,80.00,322.00,1.40,151.00,0.00
2011-07-11 08:00:00,21.30,69.00,158.00,471.00,2.00,171.00,0.00
2011-07-11 09:00:00,22.80,68.00,257.00,715.00,2.40,219.00,0.00
2011-07-11 10:00:00,23.70,63.00,301.00,382.00,1.40,202.00,0.00
2011-07-11 11:00:00,23.90,64.00,294.00,541.00,4.10,212.00,0.00
2011-07-11 12:00:00,24.30,63.00,148.00,170.00,3.10,193.00,0.00
2011-07-11 13:00:00,24.70,58.00,337.00,785.00,3.10,201.00,0.00
2011-07-11 14:00:00,21.10,90.00,249.00,551.00,3.50,204.00,0.00
2011-07-11 15:00:00,24.90,69.00,267.00,629.00,2.20,205.00,0.00
2011-07-11 16:00:00,25.10,67.00,160.00,625.00,3.30,214.00,1.00
2011-07-11 17:00:00,23.10,76.00,59.00,68.00,5.80,194.00,1.90
2011-07-11 18:00:00,18.30,98.00,46.00,53.00,4.70,294.00,0.00
2011-07-11 19:00:00,18.90,98.00,35.00,42.00,2.30,329.00,0.00
2011-07-11 20:00:00,18.60,97.00,62.00,71.00,0.00,0.00,1.50
2011-07-11 21:00:00,18.10,98.00,17.00,21.00,1.30,44.00,0.00
2011-07-11 22:00:00,17.50,98.00,0.00,0.00,1.90,84.00,0.00
2011-07-11 23:00:00,17.00,99.00,0.00,0.00,0.90,145.00,0.00
2011-07-12 00:00:00,16.90,99.00,0.00,0.00,1.60,135.00,0.30
2011-07-12 01:00:00,16.80,99.00,0.00,0.00,0.80,115.00,0.20
2011-07-12 02:00:00,16.80,99.00,0.00,0.00,0.00,0.00,0.90
2011-07-12 03:00:00,16.80,99.00,0.00,0.00,1.10,332.00,1.70
2011-07-12 04:00:00,16.50,99.00,0.00,1.00,3.40,241.00,1.20
2011-07-12 05:00:00,16.00,99.00,12.00,15.00,2.20,321.00,2.50
2011-07-12 06:00:00,15.90,100.00,23.00,26.00,2.40,307.00,2.50
2011-07-12 07:00:00,16.60,100.00,33.00,39.00,1.60,310.00,0.40
2011-07-12 08:00:00,16.20,99.00,174.00,199.00,2.20,353.00,1.00
2011-07-12 09:00:00,16.60,99.00,57.00,64.00,3.40,321.00,0.50
2011-07-12 10:00:00,16.60,98.00,40.00,46.00,3.40,298.00,0.50
2011-07-12 11:00:00,16.50,98.00,104.00,117.00,4.80,285.00,1.00
2011-07-12 12:00:00,16.30,98.00,348.00,395.00,5.00,274.00,0.30
2011-07-12 13:00:00,16.10,97.00,361.00,428.00,4.50,282.00,0.00
2011-07-12 14:00:00,17.40,93.00,245.00,738.00,4.70,278.00,0.00
2011-07-12 15:00:00,19.90,86.00,155.00,183.00,4.30,265.00,0.00
2011-07-12 16:00:00,18.00,86.00,100.00,117.00,5.20,248.00,0.80
2011-07-12 17:00:00,16.80,90.00,133.00,529.00,2.20,236.00,0.00
2011-07-12 18:00:00,16.30,96.00,145.00,435.00,4.00,259.00,0.00
2011-07-12 19:00:00,17.00,91.00,49.00,217.00,3.40,228.00,0.00
2011-07-12 20:00:00,16.50,90.00,34.00,93.00,4.10,219.00,0.00
2011-07-12 21:00:00,15.80,92.00,15.00,29.00,4.40,231.00,0.00
2011-07-12 22:00:00,14.40,95.00,0.00,0.00,4.10,238.00,0.00
2011-07-12 23:00:00,14.00,94.00,0.00,0.00,4.80,240.00,0.00
2011-07-13 00:00:00,14.20,93.00,0.00,0.00,6.10,242.00,0.00
2011-07-13 01:00:00,14.20,95.00,0.00,0.00,2.20,257.00,0.00
2011-07-13 02:00:00,14.20,96.00,0.00,0.00,2.70,252.00,0.00
2011-07-13 03:00:00,13.80,97.00,0.00,0.00,4.00,260.00,0.00
2011-07-13 04:00:00,13.20,97.00,11.00,16.00,3.40,244.00,0.00
2011-07-13 05:00:00,13.40,95.00,30.00,82.00,4.10,262.00,0.00
2011-07-13 06:00:00,14.10,90.00,74.00,255.00,5.80,265.00,0.00
2011-07-13 07:00:00,15.10,85.00,61.00,352.00,5.90,266.00,0.00
2011-07-13 08:00:00,15.70,81.00,168.00,189.00,5.50,267.00,0.00
2011-07-13 09:00:00,15.30,83.00,146.00,165.00,5.80,277.00,0.00
2011-07-13 10:00:00,16.00,82.00,352.00,744.00,3.30,277.00,0.00
2011-07-13 11:00:00,18.80,65.00,342.00,412.00,5.40,260.00,0.00
2011-07-13 12:00:00,18.20,66.00,259.00,290.00,5.70,299.00,0.00
2011-07-13 13:00:00,17.60,69.00,299.00,1050.00,4.60,291.00,0.00
2011-07-13 14:00:00,18.40,68.00,274.00,851.00,5.60,283.00,0.00
2011-07-13 15:00:00,18.00,67.00,340.00,491.00,4.40,294.00,0.00
2011-07-13 16:00:00,17.40,67.00,286.00,409.00,4.00,313.00,0.00
2011-07-13 17:00:00,17.40,72.00,84.00,388.00,4.80,306.00,0.00
2011-07-13 18:00:00,16.90,72.00,83.00,291.00,4.30,316.00,0.00
2011-07-13 19:00:00,16.70,71.00,75.00,112.00,3.40,299.00,0.00
2011-07-13 20:00:00,15.70,70.00,58.00,82.00,2.60,299.00,0.00
2011-07-13 21:00:00,14.60,74.00,36.00,57.00,4.90,300.00,0.00
2011-07-13 22:00:00,13.20,79.00,0.00,0.00,3.80,291.00,0.00
2011-07-13 23:00:00,12.10,82.00,0.00,0.00,2.50,290.00,0.00
2011-07-14 00:00:00,11.50,87.00,0.00,0.00,2.90,288.00,0.00
2011-07-14 01:00:00,10.10,94.00,0.00,0.00,3.10,280.00,0.00
2011-07-14 02:00:00,10.60,94.00,0.00,0.00,2.30,281.00,0.00
2011-07-14 03:00:00,9.30,97.00,0.00,0.00,2.30,286.00,0.00
2011-07-14 04:00:00,8.70,98.00,12.00,26.00,2.40,275.00,0.00
2011-07-14 05:00:00,9.90,97.00,29.00,105.00,2.10,275.00,0.00
2011-07-14 06:00:00,11.50,91.00,37.00,212.00,1.40,296.00,0.00
2011-07-14 07:00:00,13.30,85.00,47.00,339.00,3.10,301.00,0.00
2011-07-14 08:00:00,15.30,74.00,55.00,466.00,2.60,289.00,0.00
2011-07-14 09:00:00,16.40,71.00,66.00,591.00,4.60,299.00,0.00
2011-07-14 10:00:00,17.90,57.00,223.00,793.00,3.70,311.00,0.00
2011-07-14 11:00:00,18.90,52.00,92.00,784.00,2.50,272.00,0.00
2011-07-14 12:00:00,19.10,49.00,139.00,874.00,3.20,277.00,0.00
2011-07-14 13:00:00,19.90,52.00,118.00,836.00,4.50,307.00,0.00
2011-07-14 14:00:00,20.20,48.00,73.00,777.00,3.70,286.00,0.00
2011-07-14 15:00:00,20.60,46.00,71.00,705.00,2.20,264.00,0.00
2011-07-14 16:00:00,20.60,48.00,58.00,596.00,3.50,265.00,0.00
2011-07-14 17:00:00,20.70,47.00,54.00,482.00,2.20,272.00,0.00
2011-07-14 18:00:00,20.10,44.00,52.00,344.00,0.00,0.00,0.00
2011-07-14 19:00:00,18.50,51.00,83.00,169.00,0.90,281.00,0.00
2011-07-14 20:00:00,17.60,55.00,52.00,74.00,0.80,299.00,0.00
2011-07-14 21:00:00,15.90,77.00,15.00,22.00,0.00,0.00,0.00
2011-07-14 22:00:00,13.50,87.00,1.00,2.00,1.10,82.00,0.00
2011-07-14 23:00:00,12.20,93.00,0.00,0.00,1.00,69.00,0.00
2011-07-15 00:00:00,11.00,95.00,0.00,0.00,0.00,0.00,0.00
2011-07-15 01:00:00,10.40,96.00,0.00,0.00,1.00,60.00,0.00
2011-07-15 02:00:00,10.60,96.00,0.00,0.00,0.00,0.00,0.00
2011-07-15 03:00:00,10.50,95.00,1.00,3.00,1.20,92.00,0.00
2011-07-15 04:00:00,10.70,96.00,2.00,4.00,1.70,68.00,0.00
2011-07-15 05:00:00,12.00,90.00,35.00,42.00,2.50,70.00,0.00
2011-07-15 06:00:00,13.40,89.00,59.00,71.00,0.60,62.00,0.00
2011-07-15 07:00:00,15.20,80.00,106.00,123.00,2.30,81.00,0.00
2011-07-15 08:00:00,17.80,68.00,130.00,143.00,2.80,87.00,0.00
2011-07-15 09:00:00,18.20,67.00,225.00,268.00,3.50,100.00,0.00
2011-07-15 10:00:00,18.30,66.00,250.00,288.00,3.20,85.00,0.00
2011-07-15 11:00:00,19.30,66.00,236.00,266.00,2.50,89.00,0.00
2011-07-15 12:00:00,18.20,72.00,116.00,132.00,3.10,99.00,0.50
2011-07-15 13:00:00,17.90,81.00,156.00,175.00,4.10,90.00,0.20
2011-07-15 14:00:00,19.30,77.00,72.00,81.00,4.00,79.00,0.00
2011-07-15 15:00:00,18.90,80.00,43.00,48.00,3.00,87.00,0.00
2011-07-15 16:00:00,18.60,80.00,55.00,63.00,3.60,111.00,0.00
2011-07-15 17:00:00,17.90,84.00,88.00,101.00,2.90,128.00,0.00
2011-07-15 18:00:00,16.90,91.00,22.00,24.00,2.20,114.00,0.00
2011-07-15 19:00:00,16.30,96.00,28.00,32.00,2.30,106.00,0.00
2011-07-15 20:00:00,16.10,98.00,25.00,30.00,3.00,139.00,0.60
2011-07-15 21:00:00,15.20,97.00,0.00,1.00,2.40,234.00,1.30
2011-07-15 22:00:00,15.10,97.00,0.00,0.00,2.40,227.00,0.00
2011-07-15 23:00:00,14.80,98.00,0.00,0.00,4.20,220.00,0.00
2011-07-16 00:00:00,14.60,98.00,0.00,0.00,2.00,177.00,0.00
2011-07-16 01:00:00,14.30,97.00,0.00,0.00,2.60,182.00,0.00
2011-07-16 02:00:00,13.90,97.00,0.00,0.00,2.40,201.00,0.00
2011-07-16 03:00:00,13.50,97.00,0.00,0.00,2.80,175.00,0.00
2011-07-16 04:00:00,12.70,97.00,16.00,25.00,3.00,159.00,0.00
2011-07-16 05:00:00,13.10,96.00,32.00,37.00,2.30,162.00,0.00
2011-07-16 06:00:00,14.30,94.00,21.33,24.67,2.50,156.00,0.00
2011-07-16 07:00:00,16.10,88.00,10.67,12.33,1.50,146.00,0.00
2011-07-16 08:00:00,16.00,87.00,0.00,0.00,5.20,176.00,0.00
2011-07-16 09:00:00,16.20,86.00,0.00,0.00,3.60,192.00,0.00
2011-07-16 10:00:00,17.80,82.00,0.00,0.00,5.30,189.00,0.00
2011-07-16 11:00:00,18.10,76.00,219.00,244.00,3.70,173.00,0.00
2011-07-16 12:00:00,14.70,97.00,40.00,48.00,4.80,203.00,1.70
2011-07-16 13:00:00,15.80,95.00,283.00,532.00,3.30,219.00,1.20
2011-07-16 14:00:00,18.30,89.00,148.00,169.00,5.80,213.00,0.00
2011-07-16 15:00:00,19.60,81.00,184.00,210.00,6.20,232.00,0.00
2011-07-16 16:00:00,18.20,76.00,131.00,146.00,5.90,249.00,2.20
2011-07-16 17:00:00,19.00,75.00,119.00,526.00,6.20,231.00,0.30
2011-07-16 18:00:00,18.30,79.00,177.00,438.00,5.60,238.00,0.00
2011-07-16 19:00:00,17.40,87.00,34.00,34.00,4.90,223.00,0.00
2011-07-16 20:00:00,16.90,86.00,15.00,18.00,4.30,225.00,0.00
2011-07-16 21:00:00,15.70,88.00,21.00,33.00,4.40,240.00,0.00
2011-07-16 22:00:00,14.70,92.00,0.00,0.00,3.30,227.00,0.00
2011-07-16 23:00:00,14.70,93.00,0.00,0.00,3.50,226.00,0.00
2011-07-17 00:00:00,13.90,95.00,0.00,0.00,3.70,238.00,0.00
2011-07-17 01:00:00,13.30,97.00,0.00,0.00,3.00,240.00,0.00
2011-07-17 02:00:00,13.50,97.00,0.00,0.00,1.90,212.00,0.00
2011-07-17 03:00:00,13.30,98.00,0.00,0.00,1.40,209.00,0.00
2011-07-17 04:00:00,13.60,98.00,10.00,12.00,0.90,283.00,0.00
2011-07-17 05:00:00,14.30,97.00,15.00,18.00,0.90,145.00,0.00
2011-07-17 06:00:00,14.70,95.00,90.00,103.00,2.30,185.00,0.00
2011-07-17 07:00:00,16.00,89.00,123.00,141.00,0.70,276.00,0.00
2011-07-17 08:00:00,16.90,83.00,178.00,203.00,1.10,147.00,0.00
2011-07-17 09:00:00,17.50,82.00,266.00,779.00,1.50,237.00,0.00
2011-07-17 10:00:00,19.60,71.00,139.00,721.00,1.10,159.00,0.00
2011-07-17 11:00:00,19.60,68.00,292.00,722.00,2.90,340.00,0.00
2011-07-17 12:00:00,19.40,67.00,282.00,332.00,1.20,302.00,0.00
2011-07-17 13:00:00,19.40,65.00,366.00,477.00,2.20,170.00,0.00
2011-07-17 14:00:00,20.30,65.00,372.00,454.00,1.70,305.00,0.00
2011-07-17 15:00:00,19.80,65.00,346.00,444.00,0.00,0.00,0.00
2011-07-17 16:00:00,19.90,65.00,269.00,370.00,0.60,132.00,0.00
2011-07-17 17:00:00,21.00,67.00,119.00,132.00,1.30,201.00,0.00
2011-07-17 18:00:00,20.30,73.00,93.00,148.00,2.40,221.00,0.00
2011-07-17 19:00:00,19.90,76.00,52.00,123.00,1.80,218.00,0.00
2011-07-17 20:00:00,19.20,78.00,59.00,133.00,2.00,213.00,0.00
2011-07-17 21:00:00,17.30,85.00,14.00,17.00,1.30,208.00,0.00
2011-07-17 22:00:00,15.50,94.00,0.00,0.00,1.40,207.00,0.00
2011-07-17 23:00:00,14.50,95.00,0.00,0.00,2.50,224.00,0.00
2011-07-18 00:00:00,13.70,95.00,0.00,0.00,1.00,174.00,0.00
2011-07-18 01:00:00,13.00,97.00,0.00,0.00,0.70,140.00,0.00
2011-07-18 02:00:00,11.90,98.00,0.00,0.00,1.70,162.00,0.00
2011-07-18 03:00:00,11.10,98.00,0.00,0.00,1.30,131.00,0.00
2011-07-18 04:00:00,11.60,99.00,17.00,24.00,0.60,138.00,0.00
2011-07-18 05:00:00,13.40,97.00,42.00,50.00,1.60,154.00,0.00
2011-07-18 06:00:00,15.10,85.00,114.00,273.00,1.90,152.00,0.00
2011-07-18 07:00:00,17.50,79.00,80.00,335.00,3.70,158.00,0.00
2011-07-18 08:00:00,18.90,77.00,175.00,446.00,3.10,162.00,0.00
2011-07-18 09:00:00,20.40,70.00,164.00,523.00,3.90,159.00,0.00
2011-07-18 10:00:00,21.40,62.00,219.00,548.00,3.60,138.00,0.00
2011-07-18 11:00:00,22.90,61.00,260.00,481.00,4.20,129.00,0.00
2011-07-18 12:00:00,23.10,57.00,227.00,752.00,6.40,151.00,0.00
2011-07-18 13:00:00,23.50,51.00,200.00,767.00,5.50,165.00,0.00
2011-07-18 14:00:00,24.50,51.00,136.00,786.00,4.80,158.00,0.00
2011-07-18 15:00:00,24.20,48.00,186.00,731.00,6.70,158.00,0.00
2011-07-18 16:00:00,23.80,49.00,160.00,336.00,5.30,153.00,0.00
2011-07-18 17:00:00,24.20,51.00,121.00,394.00,5.70,156.00,0.00
2011-07-18 18:00:00,23.10,54.00,117.00,270.00,5.50,139.00,0.00
2011-07-18 19:00:00,23.00,54.00,101.00,207.00,4.60,139.00,0.00
2011-07-18 20:00:00,21.80,59.00,44.00,85.00,4.10,123.00,0.00
2011-07-18 21:00:00,20.70,64.00,17.00,20.00,4.30,118.00,0.00
2011-07-18 22:00:00,19.40,70.00,0.00,0.00,3.60,123.00,0.00
2011-07-18 23:00:00,18.80,74.00,0.00,0.00,3.40,130.00,0.00
2011-07-19 00:00:00,18.20,78.00,0.00,0.00,3.30,122.00,0.00
2011-07-19 01:00:00,18.30,79.00,0.00,0.00,4.60,131.00,0.00
2011-07-19 02:00:00,18.60,78.00,0.00,0.00,4.90,130.00,0.00
2011-07-19 03:00:00,19.10,77.00,0.00,0.00,4.20,140.00,0.00
2011-07-19 04:00:00,18.90,81.00,9.00,10.00,4.00,135.00,0.00
2011-07-19 05:00:00,18.70,82.00,1.00,2.00,3.00,144.00,0.00
2011-07-19 06:00:00,18.90,83.00,54.00,61.00,3.30,159.00,0.00
2011-07-19 07:00:00,18.80,85.00,95.00,107.00,2.20,165.00,0.00
2011-07-19 08:00:00,18.20,94.00,158.00,179.00,3.30,230.00,0.00
2011-07-19 09:00:00,18.00,93.00,144.00,164.00,2.70,228.00,0.00
2011-07-19 10:00:00,17.50,94.00,98.00,112.00,2.70,237.00,0.00
2011-07-19 11:00:00,18.30,90.00,213.00,242.00,1.90,234.00,0.00
2011-07-19 12:00:00,18.60,90.00,364.00,442.00,1.10,214.00,0.00
2011-07-19 13:00:00,19.00,88.00,294.00,343.00,0.90,172.00,0.00
2011-07-19 14:00:00,20.80,77.00,134.00,802.00,1.70,191.00,0.00
2011-07-19 15:00:00,21.10,72.00,238.00,338.00,1.40,196.00,0.00
2011-07-19 16:00:00,22.50,66.00,165.00,186.00,2.30,281.00,0.00
2011-07-19 17:00:00,22.00,65.00,152.00,169.00,3.00,259.00,0.00
2011-07-19 18:00:00,21.00,74.00,142.00,171.00,2.50,284.00,0.00
2011-07-19 19:00:00,20.80,73.00,43.00,200.00,2.20,241.00,0.00
2011-07-19 20:00:00,19.70,80.00,28.00,92.00,4.00,244.00,0.00
2011-07-19 21:00:00,17.70,89.00,10.00,17.00,2.50,267.00,0.00
2011-07-19 22:00:00,15.90,95.00,0.00,0.00,1.40,255.00,0.00
2011-07-19 23:00:00,15.10,97.00,0.00,0.00,1.30,244.00,0.00
2011-07-20 00:00:00,14.40,98.00,0.00,0.00,0.00,0.00,0.00
2011-07-20 01:00:00,13.20,98.00,0.00,0.00,2.40,262.00,0.00
2011-07-20 02:00:00,12.60,98.00,0.00,0.00,1.00,268.00,0.00
2011-07-20 03:00:00,12.50,99.00,0.00,0.00,0.00,0.00,0.00
2011-07-20 04:00:00,11.60,99.00,8.00,11.00,0.00,0.00,0.00
2011-07-20 05:00:00,11.90,99.00,51.00,61.00,0.90,184.00,0.00
2011-07-20 06:00:00,14.00,99.00,97.00,116.00,0.00,0.00,0.00
2011-07-20 07:00:00,15.90,93.00,123.00,143.00,0.00,0.00,0.00
2011-07-20 08:00:00,18.40,75.00,183.00,216.00,0.60,187.00,0.00
2011-07-20 09:00:00,20.30,67.00,72.00,556.00,0.00,0.00,0.00
2011-07-20 10:00:00,21.50,59.00,64.00,651.00,1.30,204.00,0.00
2011-07-20 11:00:00,22.50,50.00,74.00,720.00,0.90,123.00,0.00
2011-07-20 12:00:00,23.00,56.00,77.00,765.00,0.60,340.00,0.00
2011-07-20 13:00:00,23.60,53.00,119.00,799.00,1.80,127.00,0.00
2011-07-20 14:00:00,24.70,50.00,133.00,766.00,1.50,174.00,0.00
2011-07-20 15:00:00,24.90,52.00,190.00,556.00,2.20,116.00,0.00
2011-07-20 16:00:00,24.80,54.00,172.00,441.00,2.00,171.00,0.00
2011-07-20 17:00:00,25.10,51.00,146.00,279.00,1.70,150.00,0.00
2011-07-20 18:00:00,23.80,58.00,119.00,136.00,2.00,95.00,0.00
2011-07-20 19:00:00,22.60,67.00,72.00,85.00,2.10,121.00,0.00
2011-07-20 20:00:00,21.70,74.00,40.00,46.00,2.70,157.00,0.00
2011-07-20 21:00:00,20.50,80.00,8.00,11.00,1.40,126.00,0.00
2011-07-20 22:00:00,18.90,89.00,0.00,0.00,1.40,97.00,0.00
2011-07-20 23:00:00,18.40,90.00,0.00,0.00,1.60,91.00,0.00
2011-07-21 00:00:00,18.50,90.00,0.00,0.00,0.00,0.00,0.00
2011-07-21 01:00:00,18.10,93.00,0.00,0.00,1.90,97.00,0.00
2011-07-21 02:00:00,18.60,88.00,0.00,0.00,2.30,93.00,0.00
2011-07-21 03:00:00,18.40,88.00,0.00,0.00,1.80,96.00,0.00
2011-07-21 04:00:00,18.00,92.00,0.00,2.00,1.40,79.00,0.00
2011-07-21 05:00:00,18.10,93.00,0.00,0.00,1.40,309.00,0.00
2011-07-21 06:00:00,18.20,98.00,20.00,24.00,2.10,354.00,0.20
2011-07-21 07:00:00,17.70,99.00,50.00,57.00,3.50,53.00,4.80
2011-07-21 08:00:00,18.80,99.00,4.00,6.00,3.60,69.00,2.50
2011-07-21 09:00:00,19.00,99.00,18.00,21.00,2.50,271.00,0.10
2011-07-21 10:00:00,19.30,97.00,327.00,392.00,4.60,73.00,2.40
2011-07-21 11:00:00,21.90,93.00,10.00,9.00,5.30,77.00,0.60
2011-07-21 12:00:00,23.30,90.00,31.00,37.00,2.00,35.00,2.10
2011-07-21 13:00:00,20.00,93.00,33.00,38.00,5.70,339.00,6.90
2011-07-21 14:00:00,22.80,89.00,184.00,208.00,2.90,59.00,2.10
2011-07-21 15:00:00,25.20,81.00,272.00,327.00,0.70,26.00,0.60
2011-07-21 16:00:00,27.00,80.00,236.00,368.00,2.80,144.00,0.10
2011-07-21 17:00:00,27.10,83.00,146.00,402.00,4.40,167.00,0.00
2011-07-21 18:00:00,27.50,68.00,20.00,23.00,2.60,159.00,0.00
2011-07-21 19:00:00,26.50,74.00,27.00,32.00,1.80,136.00,0.00
2011-07-21 20:00:00,23.30,90.00,17.00,21.00,1.90,97.00,0.00
2011-07-21 21:00:00,22.10,97.00,3.00,5.00,1.60,77.00,0.00
2011-07-21 22:00:00,21.20,98.00,0.00,0.00,1.60,93.00,0.00
2011-07-21 23:00:00,20.20,99.00,0.00,0.00,2.70,116.00,0.00
2011-07-22 00:00:00,19.50,99.00,0.00,0.00,1.40,90.00,0.00
2011-07-22 01:00:00,19.20,99.00,0.00,0.00,1.90,98.00,0.00
2011-07-22 02:00:00,18.50,99.00,0.00,0.00,1.70,103.00,0.00
2011-07-22 03:00:00,18.00,99.00,0.00,0.00,2.40,86.00,0.00
2011-07-22 04:00:00,17.80,98.00,6.00,10.00,1.90,103.00,0.00
2011-07-22 05:00:00,18.30,96.00,31.00,65.00,2.40,88.00,0.00
2011-07-22 06:00:00,19.70,92.00,55.00,162.00,2.10,117.00,0.00
2011-07-22 07:00:00,21.80,86.00,75.00,280.00,2.30,112.00,0.00
2011-07-22 08:00:00,23.80,80.00,84.00,401.00,1.60,116.00,0.00
2011-07-22 09:00:00,26.30,74.00,95.00,519.00,2.60,69.00,0.00
2011-07-22 10:00:00,27.70,69.00,104.00,621.00,5.00,108.00,0.00
2011-07-22 11:00:00,27.20,67.00,138.00,694.00,4.30,131.00,0.00
2011-07-22 12:00:00,28.90,57.00,167.00,706.00,4.10,128.00,0.00
2011-07-22 13:00:00,29.40,55.00,188.00,531.00,3.50,135.00,0.00
2011-07-22 14:00:00,29.90,56.00,142.00,711.00,4.10,119.00,0.00
2011-07-22 15:00:00,24.00,83.00,73.00,84.00,3.80,117.00,0.00
2011-07-22 16:00:00,29.50,63.00,116.00,197.00,2.90,78.00,0.00
2011-07-22 17:00:00,28.80,62.00,111.00,432.00,3.20,64.00,0.00
2011-07-22 18:00:00,28.20,61.00,95.00,291.00,4.80,57.00,0.00
2011-07-22 19:00:00,27.30,68.00,28.00,32.00,2.90,125.00,0.00
2011-07-22 20:00:00,23.70,83.00,27.00,30.00,2.30,100.00,0.00
2011-07-22 21:00:00,21.60,93.00,14.00,17.00,3.40,73.00,0.00
2011-07-22 22:00:00,21.20,93.00,0.00,0.00,2.70,73.00,0.00
2011-07-22 23:00:00,21.30,90.00,0.00,0.00,4.10,71.00,0.00
2011-07-23 00:00:00,20.20,94.00,0.00,0.00,2.30,90.00,0.00
2011-07-23 01:00:00,19.40,97.00,0.00,0.00,3.00,90.00,0.00
2011-07-23 02:00:00,19.30,98.00,0.00,0.00,2.90,89.00,0.00
2011-07-23 03:00:00,19.90,95.00,0.00,0.00,1.80,76.00,0.00
2011-07-23 04:00:00,19.00,97.00,6.00,8.00,1.70,78.00,0.00
2011-07-23 05:00:00,20.20,94.00,31.00,37.00,1.70,88.00,0.00
2011-07-23 06:00:00,21.50,90.00,101.00,118.00,3.10,70.00,0.00
2011-07-23 07:00:00,22.70,87.00,136.00,203.00,4.60,85.00,0.00
2011-07-23 08:00:00,22.70,88.00,101.00,112.00,4.30,106.00,0.00
2011-07-23 09:00:00,23.80,86.00,2.00,3.00,5.00,114.00,0.00
2011-07-23 10:00:00,24.20,85.00,106.00,119.00,3.20,106.00,0.00
2011-07-23 11:00:00,25.30,80.00,211.00,236.00,3.90,122.00,0.00
2011-07-23 12:00:00,25.10,81.00,233.00,259.00,4.50,122.00,0.00
2011-07-23 13:00:00,27.20,67.00,242.00,824.00,3.70,126.00,0.00
2011-07-23 14:00:00,27.80,64.00,196.00,235.00,4.60,119.00,0.00
2011-07-23 15:00:00,27.90,61.00,126.00,137.00,5.50,124.00,0.00
2011-07-23 16:00:00,24.40,76.00,117.00,127.00,5.20,130.00,0.00
2011-07-23 17:00:00,24.20,71.00,130.00,158.00,6.20,136.00,0.00
2011-07-23 18:00:00,24.10,72.00,73.00,293.00,3.80,141.00,0.00
2011-07-23 19:00:00,24.00,75.00,58.00,170.00,3.70,138.00,0.00
2011-07-23 20:00:00,23.40,79.00,33.00,64.00,2.70,128.00,0.00
2011-07-23 21:00:00,21.50,88.00,34.00,38.00,2.80,103.00,0.00
2011-07-23 22:00:00,20.50,92.00,0.00,0.00,2.20,102.00,0.00
2011-07-23 23:00:00,20.20,93.00,0.00,0.00,1.60,137.00,0.00
2011-07-24 00:00:00,19.30,96.00,0.00,0.00,2.10,87.00,0.00
2011-07-24 01:00:00,19.70,96.00,0.00,0.00,2.80,116.00,0.00
2011-07-24 02:00:00,20.00,93.00,0.00,0.00,2.40,122.00,0.00
2011-07-24 03:00:00,19.70,95.00,0.00,0.00,3.00,145.00,0.00
2011-07-24 04:00:00,19.10,95.00,4.00,5.00,2.70,189.00,0.00
2011-07-24 05:00:00,18.80,94.00,34.00,62.00,2.90,190.00,0.00
2011-07-24 06:00:00,19.00,90.00,47.00,124.00,3.00,185.00,0.00
2011-07-24 07:00:00,19.10,85.00,99.00,332.00,3.20,178.00,0.00
2011-07-24 08:00:00,19.60,80.00,181.00,207.00,4.50,192.00,0.00
2011-07-24 09:00:00,18.90,78.00,241.00,328.00,4.20,190.00,0.00
2011-07-24 10:00:00,19.30,77.00,304.00,518.00,4.50,171.00,0.00
2011-07-24 11:00:00,20.30,71.00,309.00,971.00,4.60,188.00,0.00
2011-07-24 12:00:00,19.80,74.00,339.00,405.00,7.20,213.00,0.00
2011-07-24 13:00:00,19.50,81.00,372.00,456.00,4.10,186.00,0.00
2011-07-24 14:00:00,17.80,88.00,234.00,648.00,4.30,200.00,0.00
2011-07-24 15:00:00,20.30,81.00,209.00,384.00,5.30,219.00,0.00
2011-07-24 16:00:00,20.90,69.00,181.00,203.00,7.20,231.00,0.00
2011-07-24 17:00:00,20.60,66.00,127.00,508.00,5.30,218.00,0.00
2011-07-24 18:00:00,20.50,54.00,67.00,264.00,3.60,226.00,0.00
2011-07-24 19:00:00,19.20,55.00,48.00,190.00,4.70,216.00,0.00
2011-07-24 20:00:00,18.10,59.00,63.00,114.00,4.20,218.00,0.00
2011-07-24 21:00:00,16.20,72.00,10.00,14.00,2.40,206.00,0.00
2011-07-24 22:00:00,15.00,83.00,0.00,0.00,2.30,186.00,0.00
2011-07-24 23:00:00,13.30,92.00,0.00,0.00,2.50,185.00,0.00
2011-07-25 00:00:00,12.20,94.00,0.00,0.00,2.30,160.00,0.00
2011-07-25 01:00:00,11.80,96.00,0.00,0.00,0.90,131.00,0.00
2011-07-25 02:00:00,11.60,96.00,0.00,0.00,1.30,119.00,0.00
2011-07-25 03:00:00,11.00,97.00,0.00,0.00,1.00,117.00,0.00
2011-07-25 04:00:00,10.50,98.00,9.00,12.00,1.50,85.00,0.00
2011-07-25 05:00:00,10.90,97.00,28.00,73.00,1.40,120.00,0.00
2011-07-25 06:00:00,14.00,96.00,43.00,178.00,0.00,0.00,0.00
2011-07-25 07:00:00,17.00,84.00,57.00,301.00,2.70,118.00,0.00
2011-07-25 08:00:00,18.70,77.00,70.00,422.00,3.60,158.00,0.00
2011-07-25 09:00:00,19.90,63.00,90.00,546.00,4.30,166.00,0.00
